Twitter handle,Class,Count_Plan,Count_Actual,Done
RepDanGoldman,Politics - Liberal,75,0,False
RepDanKildee,Politics - Liberal,75,0,False
RepDannyDavis,Politics - Liberal,75,0,False
RepDarrenSoto,Politics - Liberal,75,0,False
RepDavids,Politics - Liberal,75,0,False
repdavidscott,Politics - Liberal,75,0,False
RepDavidTrone,Politics - Liberal,75,0,False
RepDean,Politics - Liberal,75,0,False
RepDeanPhillips,Politics - Liberal,75,0,False
RepDebDingell,Politics - Liberal,75,0,False
RepDeborahRoss,Politics - Liberal,75,0,False
RepDelBene,Politics - Liberal,75,0,False
repdeliaramirez,Politics - Liberal,75,0,False
RepDeluzio,Politics - Liberal,75,0,False
RepDerekKilmer,Politics - Liberal,75,0,False
RepDeSaulnier,Politics - Liberal,75,0,False
RepDianaDeGette,Politics - Liberal,75,0,False
repdinatitus,Politics - Liberal,75,0,False
RepDonaldPayne,Politics - Liberal,75,0,False
RepDonBeyer,Politics - Liberal,75,0,False
RepDwightEvans,Politics - Liberal,75,0,False
RepDWStweets,Politics - Liberal,75,0,False
RepEdCase,Politics - Liberal,75,0,False
RepEliCrane,Politics - Liberal,75,0,False
RepEmiliaSykes,Politics - Liberal,75,0,False
RepEricSorensen,Politics - Liberal,75,0,False
RepEscobar,Politics - Liberal,75,0,False
RepEspaillat,Politics - Liberal,75,0,False
RepFletcher,Politics - Liberal,75,0,False
RepGaramendi,Politics - Liberal,75,0,False
RepGlennIvey,Politics - Liberal,75,0,False
RepGolden,Politics - Liberal,75,0,False
RepGonzalez,Politics - Liberal,75,0,False
RepGraceMeng,Politics - Liberal,75,0,False
RepGregLandsman,Politics - Liberal,75,0,False
RepGregoryMeeks,Politics - Liberal,75,0,False
RepGregStanton,Politics - Liberal,75,0,False
RepGwenMoore,Politics - Liberal,75,0,False
RepHaleyStevens,Politics - Liberal,75,0,False
RepHankJohnson,Politics - Liberal,75,0,False
RepHorsford,Politics - Liberal,75,0,False
RepHoulahan,Politics - Liberal,75,0,False
RepHuffman,Politics - Liberal,75,0,False
RepJahanaHayes,Politics - Liberal,75,0,False
RepJasmine,Politics - Liberal,75,0,False
RepJasonCrow,Politics - Liberal,75,0,False
RepJayapal,Politics - Liberal,75,0,False
RepJeffJackson,Politics - Liberal,75,0,False
RepJeffries,Politics - Liberal,75,0,False
RepJerryNadler,Politics - Liberal,75,0,False
RepJillTokuda,Politics - Liberal,75,0,False
RepJimCosta,Politics - Liberal,75,0,False
RepJimmyGomez,Politics - Liberal,75,0,False
RepJimmyPanetta,Politics - Liberal,75,0,False
RepJoeCourtney,Politics - Liberal,75,0,False
RepJoeMorelle,Politics - Liberal,75,0,False
RepJoeNeguse,Politics - Liberal,75,0,False
RepJohnLarson,Politics - Liberal,75,0,False
RepJoshG,Politics - Liberal,75,0,False
RepJoshHarder,Politics - Liberal,75,0,False
RepJuanVargas,Politics - Liberal,75,0,False
RepJudyChu,Politics - Liberal,75,0,False
RepKamlagerDove,Politics - Liberal,75,0,False
RepKatiePorter,Politics - Liberal,75,0,False
RepKClark,Politics - Liberal,75,0,False
RepKimSchrier,Politics - Liberal,75,0,False
RepKManning,Politics - Liberal,75,0,False
RepKweisiMfume,Politics - Liberal,75,0,False
RepLBR,Politics - Liberal,75,0,False
RepLindaSanchez,Politics - Liberal,75,0,False
RepLloydDoggett,Politics - Liberal,75,0,False
RepLoisFrankel,Politics - Liberal,75,0,False
RepLoriTrahan,Politics - Liberal,75,0,False
RepLouCorrea,Politics - Liberal,75,0,False
RepLucyMcBath,Politics - Liberal,75,0,False
RepMarcyKaptur,Politics - Liberal,75,0,False
repmarkpocan,Politics - Liberal,75,0,False
RepMarkTakano,Politics - Liberal,75,0,False
RepMaxineWaters,Politics - Liberal,75,0,False
RepMaxwellFrost,Politics - Liberal,75,0,False
RepMcGarvey,Politics - Liberal,75,0,False
RepMcGovern,Politics - Liberal,75,0,False
RepMenendez,Politics - Liberal,75,0,False
RepMGP,Politics - Liberal,75,0,False
RepMGS,Politics - Liberal,75,0,False
RepMikeLevin,Politics - Liberal,75,0,False
RepMikeQuigley,Politics - Liberal,75,0,False
RepMoskowitz,Politics - Liberal,75,0,False
RepMrvan,Politics - Liberal,75,0,False
RepMullin,Politics - Liberal,75,0,False
RepNikema,Politics - Liberal,75,0,False
RepNikkiB,Politics - Liberal,75,0,False
RepPatRyanNY,Politics - Liberal,75,0,False
RepPaulTonko,Politics - Liberal,75,0,False
RepPeteAguilar,Politics - Liberal,75,0,False
RepPettersen,Politics - Liberal,75,0,False
RepPressley,Politics - Liberal,75,0,False
RepRashida,Politics - Liberal,75,0,False
RepRaskin,Politics - Liberal,75,0,False
RepRaulGrijalva,Politics - Liberal,75,0,False
RepRaulRuizMD,Politics - Liberal,75,0,False
RepRichardNeal,Politics - Liberal,75,0,False
RepRickLarsen,Politics - Liberal,75,0,False
RepRitchie,Politics - Liberal,75,0,False
RepRobertGarcia,Politics - Liberal,75,0,False
RepRobinKelly,Politics - Liberal,75,0,False
RepRoKhanna,Politics - Liberal,75,0,False
RepRubenGallego,Politics - Liberal,75,0,False
RepSalinas,Politics - Liberal,75,0,False
RepSaraJacobs,Politics - Liberal,75,0,False
RepSarbanes,Politics - Liberal,75,0,False
RepSchakowsky,Politics - Liberal,75,0,False
RepSchneider,Politics - Liberal,75,0,False
RepScholten,Politics - Liberal,75,0,False
RepScottPeters,Politics - Liberal,75,0,False
RepSherrill,Politics - Liberal,75,0,False
RepShontelBrown,Politics - Liberal,75,0,False
RepShriThanedar,Politics - Liberal,75,0,False
RepSlotkin,Politics - Liberal,75,0,False
RepSpanberger,Politics - Liberal,75,0,False
RepStenyHoyer,Politics - Liberal,75,0,False
RepStephenLynch,Politics - Liberal,75,0,False
RepStricklandWA,Politics - Liberal,75,0,False
RepSummerLee,Politics - Liberal,75,0,False
RepSusanWild,Politics - Liberal,75,0,False
RepSusieLee,Politics - Liberal,75,0,False
RepSwalwell,Politics - Liberal,75,0,False
RepSylviaGarcia,Politics - Liberal,75,0,False
RepTedLieu,Politics - Liberal,75,0,False
RepTeresaLF,Politics - Liberal,75,0,False
RepTerriSewell,Politics - Liberal,75,0,False
RepThompson,Politics - Liberal,75,0,False
RepTroyCarter,Politics - Liberal,75,0,False
RepUnderwood,Politics - Liberal,75,0,False
repvalhoyle,Politics - Liberal,75,0,False
RepVeasey,Politics - Liberal,75,0,False
RepWexton,Politics - Liberal,75,0,False
RepWileyNickel,Politics - Liberal,75,0,False
RepWilson,Politics - Liberal,75,0,False
RepYvetteClarke,Politics - Liberal,75,0,False
RepZoeLofgren,Politics - Liberal,75,0,False
rosadelauro,Politics - Liberal,75,0,False
SanfordBishop,Politics - Liberal,75,0,False
SpeakerPelosi,Politics - Liberal,75,0,False
StaceyPlaskett,Politics - Liberal,75,0,False
teammoulton,Politics - Liberal,75,0,False
USRepKCastor,Politics - Liberal,75,0,False
USRepKeating,Politics - Liberal,75,0,False
ValerieFoushee,Politics - Liberal,75,0,False
WhipClyburn,Politics - Liberal,75,0,False
jahimes,Politics - Liberal,75,0,False
Gabe_NM,Politics - Liberal,75,0,False
AustinScottGA08,Politics - Conservative,75,0,False
boblatta,Politics - Conservative,75,0,False
cathymcmorris,Politics - Conservative,75,0,False
congbillposey,Politics - Conservative,75,0,False
CongMikeSimpson,Politics - Conservative,75,0,False
Congressman_JVD,Politics - Conservative,75,0,False
CongressmanGT,Politics - Conservative,75,0,False
CongressmanKean,Politics - Conservative,75,0,False
DesJarlaisTN04,Politics - Conservative,75,0,False
DrNealDunnFL2,Politics - Conservative,75,0,False
GReschenthaler,Politics - Conservative,75,0,False
JayObernolte,Politics - Conservative,75,0,False
Jim_Jordan,Politics - Conservative,75,0,False
JMoylanforGuam,Politics - Conservative,75,0,False
JudgeCarter,Politics - Conservative,75,0,False
KenCalvert,Politics - Conservative,75,0,False
MarioDB,Politics - Conservative,75,0,False
MarkAmodeiNV2,Politics - Conservative,75,0,False
michaelcburgess,Politics - Conservative,75,0,False
MikeKellyPA,Politics - Conservative,75,0,False
PatrickMcHenry,Politics - Conservative,75,0,False
PeteSessions,Politics - Conservative,75,0,False
Rep_Clyde,Politics - Conservative,75,0,False
rep_stevewomack,Politics - Conservative,75,0,False
RepAaronBean,Politics - Conservative,75,0,False
RepAdrianSmith,Politics - Conservative,75,0,False
RepAlexMooney,Politics - Conservative,75,0,False
RepAmata,Politics - Conservative,75,0,False
RepAndyBarr,Politics - Conservative,75,0,False
RepAndyBiggsAZ,Politics - Conservative,75,0,False
RepAndyHarrisMD,Politics - Conservative,75,0,False
RepAnnWagner,Politics - Conservative,75,0,False
RepArmstrongND,Politics - Conservative,75,0,False
RepArrington,Politics - Conservative,75,0,False
RepAshleyHinson,Politics - Conservative,75,0,False
RepBalderson,Politics - Conservative,75,0,False
RepBarryMoore,Politics - Conservative,75,0,False
RepBenCline,Politics - Conservative,75,0,False
RepBentz,Politics - Conservative,75,0,False
RepBethVanDuyne,Politics - Conservative,75,0,False
RepBice,Politics - Conservative,75,0,False
RepBillJohnson,Politics - Conservative,75,0,False
RepBlaine,Politics - Conservative,75,0,False
RepBlakeMoore,Politics - Conservative,75,0,False
RepBobGood,Politics - Conservative,75,0,False
RepBoebert,Politics - Conservative,75,0,False
RepBost,Politics - Conservative,75,0,False
RepBradWenstrup,Politics - Conservative,75,0,False
RepBrecheen,Politics - Conservative,75,0,False
RepBrianBabin,Politics - Conservative,75,0,False
RepBrianFitz,Politics - Conservative,75,0,False
RepBrianMast,Politics - Conservative,75,0,False
RepBryanSteil,Politics - Conservative,75,0,False
RepBuddyCarter,Politics - Conservative,75,0,False
RepBurgessOwens,Politics - Conservative,75,0,False
RepCarlos,Politics - Conservative,75,0,False
RepCarolMiller,Politics - Conservative,75,0,False
RepChipRoy,Politics - Conservative,75,0,False
RepChrisStewart,Politics - Conservative,75,0,False
RepChuck,Politics - Conservative,75,0,False
RepCiscomani,Politics - Conservative,75,0,False
RepClayHiggins,Politics - Conservative,75,0,False
RepCloudTX,Politics - Conservative,75,0,False
RepDaleStrong,Politics - Conservative,75,0,False
RepDanBishop,Politics - Conservative,75,0,False
RepDanCrenshaw,Politics - Conservative,75,0,False
repdarrellissa,Politics - Conservative,75,0,False
RepDaveJoyce,Politics - Conservative,75,0,False
RepDavid,Politics - Conservative,75,0,False
RepDavidKustoff,Politics - Conservative,75,0,False
RepDavidRouzer,Politics - Conservative,75,0,False
RepDavidValadao,Politics - Conservative,75,0,False
RepDesposito,Politics - Conservative,75,0,False
RepDLamborn,Politics - Conservative,75,0,False
RepDLesko,Politics - Conservative,75,0,False
RepDonaldsPress,Politics - Conservative,75,0,False
RepDonBacon,Politics - Conservative,75,0,False
RepDrewFerguson,Politics - Conservative,75,0,False
RepDustyJohnson,Politics - Conservative,75,0,False
RepEdwards,Politics - Conservative,75,0,False
RepEllzey,Politics - Conservative,75,0,False
RepEricBurlison,Politics - Conservative,75,0,False
RepEzell,Politics - Conservative,75,0,False
RepFeenstra,Politics - Conservative,75,0,False
repfinstad,Politics - Conservative,75,0,False
RepFischbach,Politics - Conservative,75,0,False
RepFitzgerald,Politics - Conservative,75,0,False
RepFranklin,Politics - Conservative,75,0,False
RepFrankLucas,Politics - Conservative,75,0,False
RepFrenchHill,Politics - Conservative,75,0,False
RepGallagher,Politics - Conservative,75,0,False
RepGarbarino,Politics - Conservative,75,0,False
RepGarretGraves,Politics - Conservative,75,0,False
RepGosar,Politics - Conservative,75,0,False
RepGregMurphy,Politics - Conservative,75,0,False
RepGregPence,Politics - Conservative,75,0,False
RepGregSteube,Politics - Conservative,75,0,False
RepGrothman,Politics - Conservative,75,0,False
RepGusBilirakis,Politics - Conservative,75,0,False
RepGuthrie,Politics - Conservative,75,0,False
RepHageman,Politics - Conservative,75,0,False
RepHalRogers,Politics - Conservative,75,0,False
RepHarshbarger,Politics - Conservative,75,0,False
RepHouchin,Politics - Conservative,75,0,False
RepHuizenga,Politics - Conservative,75,0,False
RepJackBergman,Politics - Conservative,75,0,False
RepJamesComer,Politics - Conservative,75,0,False
RepJasonSmith,Politics - Conservative,75,0,False
RepJeffDuncan,Politics - Conservative,75,0,False
RepJenniffer,Politics - Conservative,75,0,False
RepJerryCarl,Politics - Conservative,75,0,False
RepJimBaird,Politics - Conservative,75,0,False
RepJimBanks,Politics - Conservative,75,0,False
RepJoeWilson,Politics - Conservative,75,0,False
RepJohnCurtis,Politics - Conservative,75,0,False
RepJohnJoyce,Politics - Conservative,75,0,False
RepJohnRose,Politics - Conservative,75,0,False
repjulialetlow,Politics - Conservative,75,0,False
RepKatCammack,Politics - Conservative,75,0,False
RepKayGranger,Politics - Conservative,75,0,False
RepKenBuck,Politics - Conservative,75,0,False
repkevinhern,Politics - Conservative,75,0,False
RepKiggans,Politics - Conservative,75,0,False
RepKiley,Politics - Conservative,75,0,False
RepLaHood,Politics - Conservative,75,0,False
RepLaLota,Politics - Conservative,75,0,False
RepLaMalfa,Politics - Conservative,75,0,False
RepLangworthy,Politics - Conservative,75,0,False
RepLarryBucshon,Politics - Conservative,75,0,False
RepLaTurner,Politics - Conservative,75,0,False
RepLaurelLee,Politics - Conservative,75,0,False
RepLisaMcClain,Politics - Conservative,75,0,False
RepLoudermilk,Politics - Conservative,75,0,False
RepLuna,Politics - Conservative,75,0,False
RepLuttrell_TX8,Politics - Conservative,75,0,False
RepMalliotakis,Politics - Conservative,75,0,False
RepMann,Politics - Conservative,75,0,False
RepMariaSalazar,Politics - Conservative,75,0,False
RepMarkAlford,Politics - Conservative,75,0,False
RepMarkGreen,Politics - Conservative,75,0,False
RepMaryMiller,Politics - Conservative,75,0,False
RepMattGaetz,Politics - Conservative,75,0,False
RepMcCaul,Politics - Conservative,75,0,False
RepMcClintock,Politics - Conservative,75,0,False
RepMcCormick,Politics - Conservative,75,0,False
RepMeuser,Politics - Conservative,75,0,False
RepMGriffith,Politics - Conservative,75,0,False
RepMichaelGuest,Politics - Conservative,75,0,False
RepMikeCarey,Politics - Conservative,75,0,False
RepMikeCollins,Politics - Conservative,75,0,False
RepMikeGarcia,Politics - Conservative,75,0,False
RepMikeJohnson,Politics - Conservative,75,0,False
RepMikeLawler,Politics - Conservative,75,0,False
RepMikeRogersAL,Politics - Conservative,75,0,False
RepMikeTurner,Politics - Conservative,75,0,False
RepMillsPress,Politics - Conservative,75,0,False
RepMMM,Politics - Conservative,75,0,False
RepMolinaroNY19,Politics - Conservative,75,0,False
RepMonicaDLC,Politics - Conservative,75,0,False
RepMoolenaar,Politics - Conservative,75,0,False
RepMTG,Politics - Conservative,75,0,False
RepNancyMace,Politics - Conservative,75,0,False
RepNateMoran,Politics - Conservative,75,0,False
RepNewhouse,Politics - Conservative,75,0,False
RepOgles,Politics - Conservative,75,0,False
RepPatFallon,Politics - Conservative,75,0,False
RepPeteStauber,Politics - Conservative,75,0,False
RepPfluger,Politics - Conservative,75,0,False
RepRalphNorman,Politics - Conservative,75,0,False
RepRichHudson,Politics - Conservative,75,0,False
RepRickAllen,Politics - Conservative,75,0,False
RepRickCrawford,Politics - Conservative,75,0,False
RepRonEstes,Politics - Conservative,75,0,False
RepRonnyJackson,Politics - Conservative,75,0,False
RepRosendale,Politics - Conservative,75,0,False
RepRudyYakym,Politics - Conservative,75,0,False
RepRussellFry,Politics - Conservative,75,0,False
RepRussFulcher,Politics - Conservative,75,0,False
RepRutherfordFL,Politics - Conservative,75,0,False
RepRWilliams,Politics - Conservative,75,0,False
RepRyanZinke,Politics - Conservative,75,0,False
RepSamGraves,Politics - Conservative,75,0,False
RepSantosNY03,Politics - Conservative,75,0,False
RepScottPerry,Politics - Conservative,75,0,False
RepSmucker,Politics - Conservative,75,0,False
RepSpartz,Politics - Conservative,75,0,False
RepSteel,Politics - Conservative,75,0,False
RepStefanik,Politics - Conservative,75,0,False
RepTenney,Politics - Conservative,75,0,False
RepThomasMassie,Politics - Conservative,75,0,False
RepTiffany,Politics - Conservative,75,0,False
RepTimBurchett,Politics - Conservative,75,0,False
RepTimmons,Politics - Conservative,75,0,False
RepTomEmmer,Politics - Conservative,75,0,False
RepTonyGonzales,Politics - Conservative,75,0,False
RepTrentKelly,Politics - Conservative,75,0,False
RepTroyNehls,Politics - Conservative,75,0,False
RepVanOrden,Politics - Conservative,75,0,False
RepWalberg,Politics - Conservative,75,0,False
RepWaltzPress,Politics - Conservative,75,0,False
RepWebster,Politics - Conservative,75,0,False
RepWesleyHunt,Politics - Conservative,75,0,False
RepWesterman,Politics - Conservative,75,0,False
RepWilliams,Politics - Conservative,75,0,False
RepYoungKim,Politics - Conservative,75,0,False
Robert_Aderholt,Politics - Conservative,75,0,False
RobWittman,Politics - Conservative,75,0,False
RodneyDavis,Politics - Conservative,75,0,False
SpeakerMcCarthy,Politics - Conservative,75,0,False
SteveScalise,Politics - Conservative,75,0,False
TomColeOK04,Politics - Conservative,75,0,False
TXRandy14,Politics - Conservative,75,0,False
USRepGaryPalmer,Politics - Conservative,75,0,False
USRepMikeFlood,Politics - Conservative,75,0,False
VernBuchanan,Politics - Conservative,75,0,False
virginiafoxx,Politics - Conservative,75,0,False
WarrenDavidson,Politics - Conservative,75,0,False
RepDuarteCA13,Politics - Conservative,75,0,False
ZachNunn,Politics - Conservative,75,0,False
Lancegooden,Politics - Conservative,75,0,False
JohnJamesMI,Politics - Conservative,75,0,False
RepMaxMiller,Politics - Conservative,75,0,False
RepKeithSelf,Politics - Conservative,75,0,False
RepLCD,Politics - Conservative,75,0,False
TeamPelosi,Politics - Liberal,500,0,False
AOC,Politics - Liberal,500,0,False
staceyabrams,Politics - Liberal,500,0,False
ewarren,Politics - Liberal,500,0,False
SenWarren,Politics - Liberal,500,0,False
JoeBiden,Politics - Liberal,500,0,False
KamalaHarris,Politics - Liberal,500,0,False
BarackObama,Politics - Liberal,500,0,False
HillaryClinton,Politics - Liberal,500,0,False
BillClinton,Politics - Liberal,500,0,False
WhiteHouse,Politics - Liberal,500,0,False
POTUS,Politics - Liberal,500,0,False
MSNBC,Politics - Liberal,500,0,False
HuffPost,Politics - Liberal,500,0,False
CNNPolitics,Politics - Liberal,500,0,False
TheAtlantic,Politics - Liberal,500,0,False
MotherJones,Politics - Liberal,500,0,False
thedailybeast,Politics - Liberal,500,0,False
JoyAnnReid,Politics - Liberal,500,0,False
DNC,Politics - Liberal,500,0,False
Acyn,Politics - Liberal,500,0,False
MeidasTouch,Politics - Liberal,500,0,False
briantylercohen,Politics - Liberal,500,0,False
mmpadellan,Politics - Liberal,500,0,False
MarkRuffalo,Politics - Liberal,500,0,False
laurenboebert,Politics - Conservative,500,0,False
mattgaetz,Politics - Conservative,500,0,False
tedcruz,Politics - Conservative,500,0,False
RandPaul,Politics - Conservative,500,0,False
GOP,Politics - Conservative,500,0,False
RNCResearch,Politics - Conservative,500,0,False
foxnewspolitics,Politics - Conservative,500,0,False
BreitbartNews,Politics - Conservative,500,0,False
NEWSMAX,Politics - Conservative,500,0,False
TheDCPolitics,Politics - Conservative,500,0,False
OANN,Politics - Conservative,500,0,False
realDailyWire,Politics - Conservative,500,0,False
JesseBWatters,Politics - Conservative,500,0,False
TuckerCarlson,Politics - Conservative,500,0,False
benshapiro,Politics - Conservative,500,0,False
JudgeJeanine,Politics - Conservative,500,0,False
libsoftiktok,Politics - Conservative,500,0,False
JackPosobiec,Politics - Conservative,500,0,False
bennyjohnson,Politics - Conservative,500,0,False
alx,Politics - Conservative,500,0,False
stkirsch,Politics - Conservative,500,0,False
DineshDSouza,Politics - Conservative,500,0,False
GenFlynn,Politics - Conservative,500,0,False
atensnut,Politics - Conservative,500,0,False
jordanbpeterson,Politics - Conservative,500,0,False
MattWalshBlog,Politics - Conservative,500,0,False
MrAndyNgo,Politics - Conservative,500,0,False
GovRonDeSantis,Politics - Conservative,500,0,False
KariLake,Politics - Conservative,500,0,False
RSBNetwork,Politics - Conservative,500,0,False
kayleighmcenany,Politics - Conservative,500,0,False
LifeNewsHQ,Politics - Conservative,500,0,False
barstoolsports,Sports,500,0,False
espn,Sports,500,0,False
SportsCenter,Sports,500,0,False
Sportsnet,Sports,500,0,False
NFL,Sports,500,0,False
KingJames,Sports,500,0,False
MLB,Sports,500,0,False
Cut4,Sports,500,0,False
MLBONFOX,Sports,500,0,False
MLBNetwork,Sports,500,0,False
NHL,Sports,500,0,False
FIFAcom,Sports,500,0,False
Cristiano,Sports,500,0,False
ChampionsLeague,Sports,500,0,False
neymarjr,Sports,500,0,False
imVkohli,Sports,500,0,False
NBA,Sports,500,0,False
realmadrid,Sports,500,0,False
FCBarcelona,Sports,500,0,False
CBSSports,Sports,500,0,False
NBCSports,Sports,500,0,False
BleacherReport,Sports,500,0,False
StephenCurry30,Sports,500,0,False
KDTrey5,Sports,500,0,False
ReutersBiz,Business and finance,1000,0,False
CNBC,Business and finance,1000,0,False
jimcramer,Business and finance,1000,0,False
markets,Business and finance,1000,0,False
WSJmarkets,Business and finance,1000,0,False
WSJbusiness,Business and finance,1000,0,False
FinancialTimes,Business and finance,1000,0,False
wealth,Business and finance,1000,0,False
WSJbusiness,Business and finance,1000,0,False
BloombergTV,Business and finance,1000,0,False
YahooFinance,Business and finance,1000,0,False
PearlJam,Music,400,0,False
RollingStones,Music,400,0,False
billyjoel,Music,400,0,False
justinbieber,Music,400,0,False
katyperry,Music,400,0,False
rihanna,Music,400,0,False
taylorswift13,Music,400,0,False
ArianaGrande,Music,400,0,False
jtimberlake,Music,400,0,False
britneyspears,Music,400,0,False
shakira,Music,400,0,False
ddlovato,Music,400,0,False
Jlo,Music,400,0,False
BrunoMars,Music,400,0,False
Drake,Music,400,0,False
MileyCyrus,Music,400,0,False
ladygaga,Music,400,0,False
NICKIMINAJ,Music,400,0,False
Pink,Music,400,0,False
selenagomez,Music,400,0,False
Eminem,Music,400,0,False
OfficialAdele,Music,400,0,False
onedirection,Music,400,0,False
coldplay,Music,400,0,False
	Snoop Dogg,Music,400,0,False
KanyeWest,Music,400,0,False
iamwill,Music,400,0,False
edsheeran,Music,400,0,False
chrisbrown,Music,400,0,False
Harry_Styles,Music,400,0,False
Spotify,Music,400,0,False
AppleMusic,Music,400,0,False
TomCruise,TV / movies,600,0,False
TheRock,TV / movies,600,0,False
MarvelStudios,TV / movies,600,0,False
DisneyStudios,TV / movies,600,0,False
netflix,TV / movies,600,0,False
Oprah,TV / movies,600,0,False
jimmyfallon,TV / movies,600,0,False
JimmyKimmelLive,TV / movies,600,0,False
SimonCowell,TV / movies,600,0,False
ZacEfron,TV / movies,600,0,False
ABCNetwork,TV / movies,600,0,False
NBCNetwork,TV / movies,600,0,False
CBS,TV / movies,600,0,False
wbpictures,TV / movies,600,0,False
UniversalPics,TV / movies,600,0,False
20thcentury,TV / movies,600,0,False
SonyPictures,TV / movies,600,0,False
DisneyAnimation,TV / movies,600,0,False
Pixar,TV / movies,600,0,False
ParamountPics,TV / movies,600,0,False
RottenTomatoes,TV / movies,600,0,False
NASA,Science / Technology,1200,0,False
NatGeo,Science / Technology,1200,0,False
SpaceX,Science / Technology,1200,0,False
ScienceMagazine,Science / Technology,1200,0,False
appleinsider,Science / Technology,1200,0,False
9to5mac,Science / Technology,1200,0,False
Apple,Science / Technology,1200,0,False
Microsoft,Science / Technology,1200,0,False
Google,Science / Technology,1200,0,False
GoogleAI,Science / Technology,1200,0,False
travelchannel,Travel,1500,0,False
travelocity,Travel,1500,0,False
NatGeoTravel,Travel,1500,0,False
nytimestravel,Travel,1500,0,False
lonelyplanet,Travel,1500,0,False
BBC_Travel,Travel,1500,0,False
travelandleisure,Travel,1500,0,False
